,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,ZRX-slippagemap_01,ZRX-slippagemap_2,ZRX-slippagemap_3,ZRX-slippagemap_4,ZRX-slippagemap_5,ZRX-slippagemap_6,ZRX-slippagemap_7,ZRX-slippagemap_8,ZRX-slippagemap_9,ZRX-slippagemap_10
106,106,14311616.0,1.7981673693618216,0.5561217587631483,1121.8591461205574,29311.387882501753,57220.440333890576,84851.80655497171,112208.24984767458,139292.5055018773,166107.28168480902,192655.2601455573,192655.2601455573,192655.2601455573,192655.2601455573,148662.84499965623,197893.6747423575,246634.67506872324,294890.71895320446,342666.63009554404,342666.63009554404,342666.63009554404,342666.63009554404,342666.63009554404,342666.63009554404
107,107,14314880.0,1.8650095864065597,0.5361902733844751,5854.494633282368,33485.860854363505,60842.304147066374,87926.5598012691,114741.33598420082,141289.3144449491,141289.3144449491,141289.3144449491,141289.3144449491,141289.3144449491,141289.3144449491,142782.0849413164,193007.39403312025,242732.97840254928,291963.8081452506,340704.8084716163,388960.85235609754,436736.7634984371,436736.7634984371,436736.7634984371,436736.7634984371
108,108,14316630.0,1.8694907606171556,0.5349050239060184,2552.632030966962,30183.9982520481,57540.44154475097,84624.6971989537,111439.47338188541,137987.4518426337,137987.4518426337,137987.4518426337,137987.4518426337,137987.4518426337,137987.4518426337,148947.94765529098,199173.2567470948,248898.84111652386,298129.67085922515,346870.6711855909,395126.7150700721,442902.6262124117,442902.6262124117,442902.6262124117,442902.6262124117
109,109,14317335.0,1.8967944851269107,0.5272052443431119,10053.647764390202,37410.091057093065,64494.3467112958,91309.12289422752,117857.10135497579,117857.10135497579,117857.10135497579,117857.10135497579,117857.10135497579,117857.10135497579,117857.10135497579,136128.2907544038,186858.348096168,237083.6571879718,286809.24155740085,336040.07130010216,384781.0716264679,433037.1155109491,480813.0266532887,480813.0266532887,480813.0266532887
110,110,14319381.0,1.9391781385211388,0.5156823811775346,7215.290779769623,34299.546433972355,61114.32261690407,87662.30107765234,87662.30107765234,87662.30107765234,87662.30107765234,87662.30107765234,87662.30107765234,87662.30107765234,87662.30107765234,142801.1440512265,194041.0205000912,244771.07784185538,294996.3869336592,344721.97130308824,393952.80104578956,442693.80137215526,490949.8452566365,538725.7563989761,538725.7563989761
111,111,14322323.0,1.9463660276402988,0.5137779769062053,2147.9383039198965,29232.19395812263,56046.97014105434,82594.94860180262,82594.94860180262,82594.94860180262,82594.94860180262,82594.94860180262,82594.94860180262,82594.94860180262,82594.94860180262,152645.97566083717,203885.85210970187,254615.90945146605,304841.2185432699,354566.80291269894,403797.63265540026,452538.63298176596,500794.6768662472,548570.5880085868,548570.5880085868
112,112,14323179.0,2.020332685235845,0.49496798587073504,5630.835140902378,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,32178.813601650654,148596.93841370835,200871.87661485947,252626.69698963783,303866.5734385025,354596.6307802667,404821.93987207056,454547.5242414996,503778.3539842009,552519.3543105667,600775.3981950479
113,113,14323870.0,2.0280241694369674,0.49309077035192644,552.3710832085643,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,27100.34954395684,158877.50878145374,211152.44698260486,262907.2673573832,314147.1438062479,364877.2011480121,415102.5102398159,464828.09460924496,514058.9243519463,562799.924678312,611055.9685627932
114,114,14326313.0,2.0286326375305515,0.4929428727013369,162.5327088754612,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,26710.511169623736,159668.2939197717,211943.23212092282,263698.0524957012,314937.9289445659,365667.9862863301,415893.2953781339,465618.879747563,514849.70949026424,563590.70981663,611846.7537011112
115,115,14330395.0,1.9864776364758636,0.5034036032613299,1573.1924134245544,28387.96859635627,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,54935.947057104546,155279.09242760908,207033.91280238744,258273.78925125214,309003.8465930163,359229.15568482014,408954.7400542492,458185.5697969505,506926.57012331625,555182.6140077974,602958.525150137
116,116,14331071.0,2.0162962594544886,0.495958862846153,8292.585211756747,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,34840.56367250502,143224.21668696843,195499.15488811958,247253.9752628979,298493.8517117626,349223.9090535268,399449.2181453306,449174.8025147597,498405.632257461,547146.6325838267,595402.676468308
117,117,14332680.0,2.0239723768274875,0.4940778893274563,3281.2523247200425,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,29829.230785468317,153348.44938176364,205623.38758291476,257378.2079576931,308618.08440655784,359348.141748322,409573.45084012585,459299.0352095549,508529.8649522562,557270.8652786219,605526.9091631031
118,118,14337451.0,2.0288355007943046,0.4928935833430026,0.02080530659046344,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,26547.999266054867,159998.0167226206,212272.95492377176,264027.7752985501,315267.6517474148,365997.709089179,416223.0181809828,465948.6025504119,515179.4322931132,563920.4326194789,612176.4765039601
119,119,14349949.0,2.0138782759205696,0.49655434092355316,9900.020804773738,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,36447.99926552201,139984.79268966205,192259.73089081317,244014.55126559152,295254.4277144562,345984.48505622044,396209.79414802423,445935.3785174533,495166.2082601546,543907.2085865203,592163.2524710016
120,120,14351055.0,1.9700589249202338,0.5075990303388968,12785.244620243466,39600.02080317518,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,66147.99926392346,133098.09542288264,184852.915797661,236092.7922465257,286822.84958828986,337048.1586800937,386773.74304952275,436004.57279222406,484745.5731185898,533001.617003071,580777.5281454106
121,121,14352990.0,1.828447384889937,0.5469121005416269,5730.766498658611,33639.81895004743,61271.18517112857,88627.62846383144,115711.88411803417,142526.6603009659,169074.63876171416,169074.63876171416,169074.63876171416,169074.63876171416,169074.63876171416,141695.24226482978,191420.82663425885,240651.65637696013,289392.65670332586,337648.70058780705,385424.6117301467,385424.6117301467,385424.6117301467,385424.6117301467,385424.6117301467
122,122,14353860.0,1.9139418254330982,0.5224819201459867,25038.771194105808,52123.02684830854,78937.80303124026,105485.78149198853,105485.78149198853,105485.78149198853,105485.78149198853,105485.78149198853,105485.78149198853,105485.78149198853,105485.78149198853,108462.29314794605,159702.16959681077,210432.22693857495,260657.53603037877,310383.1203998078,359613.95014250913,408354.9504688749,456610.9943533561,504386.90549569565,504386.90549569565
123,123,14354794.0,1.9196919843321891,0.5209169013371038,20916.80442709076,48001.06008129349,74815.8362642252,101363.81472497349,101363.81472497349,101363.81472497349,101363.81472497349,101363.81472497349,101363.81472497349,101363.81472497349,101363.81472497349,116364.03780320943,167603.91425207414,218333.97159383833,268559.28068564215,318284.8650550712,367515.6947977725,416256.69512413826,464512.73900861945,512288.65015095903,512288.65015095903
124,124,14356083.0,1.9196919843321891,0.5209169013371038,20937.743563089633,48021.99921729237,74836.77540022408,101384.75386097236,101384.75386097236,101384.75386097236,101384.75386097236,101384.75386097236,101384.75386097236,101384.75386097236,101384.75386097236,116323.83780148062,167563.7142503453,218293.7715921095,268519.0806839133,318244.6650533424,367475.49479604367,416216.4951224094,464472.5390068906,512248.45014923025,512248.45014923025
125,125,14356809.0,1.9339496805600502,0.5170765351611482,10873.850840937534,37958.106495140266,64772.88267807198,91320.86113882026,91320.86113882026,91320.86113882026,91320.86113882026,91320.86113882026,91320.86113882026,91320.86113882026,91320.86113882026,135716.00244289628,186955.87889176098,237685.93623352516,287911.245325329,337636.82969475805,386867.65943745937,435608.65976382507,483864.7036483063,531640.6147906459,531640.6147906459
126,126,14357316.0,2.0223539273132713,0.49447329000839907,4377.085357239528,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,30925.063817987804,151131.330139281,203406.2683404321,255161.08871521047,306400.96516407514,357131.02250583936,407356.3315976432,457081.91596707224,506312.74570977356,555053.7460361393,603309.7899206205
127,127,14359348.0,2.0144824998217077,0.4964054044095718,9571.95631795992,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,36119.9347787082,140645.61681902694,192920.55502017806,244675.3753949564,295915.2518438211,346645.3091855853,396870.61827738915,446596.2026468182,495827.0323895195,544568.0327158852,592824.0766003664
128,128,14360674.0,1.999631089866469,0.5000922445483571,19471.95631742707,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,46019.934778175346,120774.95119894863,173049.88940009978,224804.7097748781,276044.5862237428,326774.643565507,376999.9526573108,426725.5370267399,475956.36676944117,524697.3670958069,572953.4109802882
129,129,14362348.0,1.9755825431906946,0.5061798118467552,8948.286900000277,35763.06308293199,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,62311.041543680265,140668.11173012754,192422.93210490586,243662.80855377056,294392.86589553475,344618.1749873386,394343.75935676764,443574.58909946895,492315.58942583465,540571.6333103159,588347.5444526555
130,130,14364394.0,2.0058392535242593,0.4985444363216046,15338.677356305925,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,41886.6558170542,129053.1847960579,181328.12299720902,233082.94337198738,284322.8198208521,335052.8771626163,385278.1862544201,435003.7706238492,484234.60036655044,532975.6006929162,581231.6445773974
131,131,14365321.0,2.000831168505048,0.4997922941930006,18630.497245128747,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,45178.47570587702,122458.18154493104,174733.11974608217,226487.94012086053,277727.8165697252,328457.8739114894,378683.18300329323,428408.7673727223,477639.5971154236,526380.5974417893,574636.6413262705
132,132,14366603.0,2.0158930606834216,0.4960580595783108,8564.078297373066,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,35112.05675812134,142676.81052328026,194951.7487244314,246706.56909920977,297946.44554807444,348676.50288983865,398901.8119816425,448627.39635107154,497858.22609377286,546599.2264201386,594855.2703046198
133,133,14370455.0,2.017506339694929,0.49566139165203904,7595.5813438842915,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,34143.55980463257,144630.0805233854,196905.01872453655,248659.83909931488,299899.7155481796,350629.7728899438,400855.0819817476,450580.6663511767,499811.49609387794,548552.4964202436,596808.540304725
134,134,14373038.0,2.017506339694929,0.49566139165203904,7553.420547631769,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,34101.399008380045,144715.14276629195,196990.08096744306,248744.90134222142,299984.7777910861,350714.83513285033,400940.1442246541,450665.7285940832,499896.5583367845,548637.5586631502,596893.6025476315
135,135,14376805.0,2.017506339694929,0.49566139165203904,7542.96767719912,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,34090.946137947394,144736.2325503117,197011.1707514628,248765.99112624116,300005.86757510586,350735.92491687,400961.23400867387,450686.8183781029,499917.6481208042,548658.6484471699,596914.6923316512
136,136,14377652.0,2.012670371756703,0.4968523480211903,10806.723923023454,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,37354.70238377173,138159.2517838954,190434.18998504654,242189.01035982487,293428.88680868957,344158.9441504538,394384.2532422576,444109.8376116867,493340.667354388,542081.6676807536,590337.7115652349
137,137,14378306.0,2.016699538869342,0.49585968595036606,8145.54384244105,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,34693.522303189326,143520.73966852712,195795.67786967824,247550.4982444566,298790.3746933213,349520.43203508545,399745.7411268893,449471.32549631834,498702.15523901966,547443.1555653854,595699.1994498665
138,138,14380499.0,2.02417477406517,0.4940284864788084,3123.5434843163353,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,29671.52194506461,153667.67993370778,205942.61813485893,257697.43850963726,308937.31495850196,359667.3723002662,409892.68139207,459618.26576149906,508849.0955042004,557590.095830566,605846.1397150473
139,139,14381135.0,2.0288355007943046,0.4928935833430026,-0.00029900007151460777,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,26547.978161748204,159998.0595440686,212272.9977452197,264027.81811999803,315267.69456886273,365997.75191062695,416223.0610024308,465948.64537185983,515179.47511456115,563920.4754409268,612176.519325408
140,140,14394824.0,2.0138782759205696,0.49655434092355316,9899.999700467077,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,36447.97816121535,139984.83519510645,192259.77339625757,244014.59377103593,295254.4702199006,345984.5275616648,396209.83665346866,445935.4210228977,495166.250765599,543907.2510919648,592163.294976446
141,141,14396755.0,2.011463192081743,0.4971505339677931,11609.002790452656,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,38156.98125120093,136544.98702377346,188819.92522492458,240574.74559970293,291814.62204856763,342544.6793903318,392769.98848213564,442495.5728515647,491726.402594266,540467.4029206317,588723.446805113
142,142,14399572.0,1.9966340414298398,0.5008429082396466,21509.002789919803,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,48056.981250668076,116704.4632891728,168979.40149032391,220734.22186510227,271974.098313967,322704.15565573116,372929.464747535,422655.04911696404,471885.87885966536,520626.87918603106,568882.9230705122
143,143,14400568.0,1.9761752772231034,0.5060279882689289,8536.674473243038,35351.450656174755,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,61899.42911692303,141481.46687989938,193236.2872546777,244476.1637035424,295206.2210453066,345431.53013711044,395157.1145065395,444387.9442492408,493128.9445756065,541384.9884600877,589160.8996024274
144,144,14403968.0,1.961802441005527,0.5097353225268939,18436.674472710187,45251.4506556419,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,71799.42911639018,121987.2563640033,173742.07673878164,224981.95318764637,275712.01052941056,325937.31962121435,375662.90399064345,424893.73373334476,473634.73405971046,521890.77794419165,569666.6890865313
145,145,14410774.0,1.9475341392507173,0.5134698179846716,1252.418817974601,28336.674472177332,55151.45065510905,81699.42911585732,81699.42911585732,81699.42911585732,81699.42911585732,81699.42911585732,81699.42911585732,81699.42911585732,81699.42911585732,154389.5965859397,205629.4730348044,256359.53037656858,306584.8394683724,356310.4238378015,405541.25358050276,454282.2539068685,502538.2977913497,550314.2089336893,550314.2089336893
146,146,14411308.0,1.927000325516002,0.5189412719648738,15716.961554196068,42801.217208398804,69615.99339133051,96163.97185207879,96163.97185207879,96163.97185207879,96163.97185207879,96163.97185207879,96163.97185207879,96163.97185207879,96163.97185207879,126365.99290130248,177605.86935016717,228335.92669193135,278561.2357837352,328286.82015316427,377517.6498958655,426258.6502222313,474514.6941067125,522290.6052490521,522290.6052490521
147,147,14412217.0,1.8724841902703107,0.534049902902326,329.1520382806548,27960.518259361794,55316.96155206466,82401.21720626739,109215.99338919911,135763.97184994738,135763.97184994738,135763.97184994738,135763.97184994738,135763.97184994738,135763.97184994738,153108.31032216837,203333.6194139722,253059.20378340126,302290.03352610255,351031.03385246824,399287.0777369495,447062.98887928907,447062.98887928907,447062.98887928907,447062.98887928907
148,148,14417114.0,1.8592372969693993,0.5378549589286014,10229.152037747803,37860.51825882894,65216.96155153181,92301.21720573455,119115.99338866626,145663.97184941452,145663.97184941452,145663.97184941452,145663.97184941452,145663.97184941452,145663.97184941452,134635.39521804862,184860.70430985244,234586.2886792815,283817.1184219828,332558.11874834856,380814.16263282974,428590.0737751693,428590.0737751693,428590.0737751693,428590.0737751693
149,149,14418280.0,1.8153304970106336,0.5508638794129961,16851.81930722016,46508.926666865475,75870.95520364949,104940.84129608703,133721.49155613553,162215.78377430406,190426.56766828694,192072.82869244675,193702.70999910298,195316.37449209057,196913.98357960198,130962.52158458784,183802.61698853885,236116.9693165792,287910.81226460816,339189.32402083935,389957.63041250734,392920.2522854755,395853.397177606,398757.3580858077,401632.4256194064
150,150,14419083.0,1.8189646092029554,0.5497633076204742,13056.271521703437,40965.32397309226,68596.6901941734,95953.13348687626,123037.389141079,149852.1653240107,176400.14378475898,176400.14378475898,176400.14378475898,176400.14378475898,176400.14378475898,128335.52083539832,178061.10520482739,227291.93494752867,276032.9352738944,324288.9791583756,372064.8903007152,372064.8903007152,372064.8903007152,372064.8903007152,372064.8903007152
151,151,14420274.0,1.8238822035372464,0.5482810227878725,9196.693999260455,37105.746450649276,64737.112671730414,92093.55596443328,119177.81161863601,145992.58780156772,172540.56626231602,172540.56626231602,172540.56626231602,172540.56626231602,172540.56626231602,135365.66779714433,185091.25216657337,234322.08190927468,283063.0822356404,331319.1261201216,379095.0372624612,379095.0372624612,379095.0372624612,379095.0372624612,379095.0372624612
152,152,14421452.0,1.846084118842714,0.5416871256261535,20197.66081962384,47829.02704070498,75185.47033340785,102269.72598761058,129084.5021705423,155632.48063129056,155632.48063129056,155632.48063129056,155632.48063129056,155632.48063129056,155632.48063129056,116166.7619335407,166392.07102534454,216117.65539477358,265348.4851374749,314089.4854638406,362345.52934832184,410121.4404906614,410121.4404906614,410121.4404906614,410121.4404906614
153,153,14424038.0,1.8505198196585408,0.5403887001785913,16714.42093781132,44345.78715889246,71702.23045159533,98786.48610579806,125601.26228872978,152149.24074947805,152149.24074947805,152149.24074947805,152149.24074947805,152149.24074947805,152149.24074947805,122605.17229418509,172830.4813859889,222556.06575541798,271786.8954981193,320527.895824485,368783.9397089662,416559.8508513058,416559.8508513058,416559.8508513058,416559.8508513058
154,154,14424666.0,1.8538535881398404,0.5394169239672274,14308.326494940826,41939.692716021964,69296.13600872483,96380.39166292756,123195.16784585928,149743.14630660755,149743.14630660755,149743.14630660755,149743.14630660755,149743.14630660755,149743.14630660755,127061.97334152984,177287.28243333366,227012.86680276273,276243.69654546404,324984.69687182974,373240.740756311,421016.65189865057,421016.65189865057,421016.65189865057,421016.65189865057
155,155,14425220.0,1.8407384970724736,0.5432602195208112,24208.326494407975,51839.69271548911,79196.13600819198,106280.39166239472,133095.16784532642,159643.1463060747,159643.1463060747,159643.1463060747,159643.1463060747,159643.1463060747,159643.1463060747,108773.29085007873,158998.59994188257,208724.1843113116,257955.01405401292,306696.01438037865,354952.05826485984,402727.9694071995,402727.9694071995,402727.9694071995,402727.9694071995
156,156,14427045.0,1.8409225709221808,0.5432058989309181,24067.25087114508,51698.61709222622,79055.06038492908,106139.31603913181,132954.09222206354,159502.0706828118,159502.0706828118,159502.0706828118,159502.0706828118,159502.0706828118,159502.0706828118,109032.99778096948,159258.3068727733,208983.89124220237,258214.72098490366,306955.7213112694,355211.7651957506,402987.6763380902,402987.6763380902,402987.6763380902,402987.6763380902
157,157,14428587.0,1.8544097998337439,0.5392551312496593,13849.193605121285,41480.55982620242,68837.00311890528,95921.25877310803,122736.03495603974,149284.01341678802,149284.01341678802,149284.01341678802,149284.01341678802,149284.01341678802,149284.01341678802,127913.2968060784,178138.60589788223,227864.1902673113,277095.0200100126,325836.0203363783,374092.06422085955,421867.97536319913,421867.97536319913,421867.97536319913,421867.97536319913
158,158,14429306.0,1.8438702571739929,0.5423375078096057,21828.432337691815,49459.79855877295,76816.24185147582,103900.49750567855,130715.27368861026,157263.25214935854,157263.25214935854,157263.25214935854,157263.25214935854,157263.25214935854,157263.25214935854,113157.95617358189,163383.2652653857,213108.84963481477,262339.6793775161,311080.6797038818,359336.72358836303,407112.6347307026,407112.6347307026,407112.6347307026,407112.6347307026
159,159,14431426.0,1.8407384970724736,0.5432602195208112,24257.597577561068,51888.96379864221,79245.40709134507,106329.6627455478,133144.43892847953,159692.4173892278,159692.4173892278,159692.4173892278,159692.4173892278,159692.4173892278,159692.4173892278,108682.59359119102,158907.90268299484,208633.4870524239,257864.3167951252,306605.31712149095,354861.36100597214,402637.2721483117,402637.2721483117,402637.2721483117,402637.2721483117
160,160,14432197.0,1.8202382664756354,0.5493786271926975,11993.823184330164,39902.875635718985,67534.24185680013,94890.68514950298,121974.94080370571,148789.71698663745,175337.69544738572,175337.69544738572,175337.69544738572,175337.69544738572,175337.69544738572,130268.82868307781,179994.41305250686,229225.24279520815,277966.2431215739,326222.28700605506,373998.1981483947,373998.1981483947,373998.1981483947,373998.1981483947,373998.1981483947
161,161,14435106.0,1.7886627669703097,0.5590768804864372,8554.29444661684,36743.823182998036,64652.87563438685,92284.24185546799,119640.68514817086,146724.9408023736,173539.7169853053,200087.69544605358,200087.69544605358,200087.69544605358,200087.69544605358,135332.92787167596,184563.75761437725,233304.75794074297,281560.8018252242,329336.71296756377,329336.71296756377,329336.71296756377,329336.71296756377,329336.71296756377,329336.71296756377
162,162,14435945.0,1.7664447451838654,0.5661088481405696,26378.133502657496,54567.66223903869,82476.71469042751,110108.08091150864,137464.5242042115,164548.77985841426,191363.55604134596,217911.53450209423,217911.53450209423,217911.53450209423,217911.53450209423,103648.5795454789,152879.4092881802,201620.40961454593,249876.45349902715,297652.36464136676,297652.36464136676,297652.36464136676,297652.36464136676,297652.36464136676,297652.36464136676
163,163,14439521.0,1.791526774794759,0.5581831173662264,6272.2136937468695,34461.74243012806,62370.794881516886,90002.16110259802,117358.60439530089,144442.86004950362,171257.63623243532,197805.61469318363,197805.61469318363,197805.61469318363,197805.61469318363,139418.36815306937,188649.19789577066,237390.1982221364,285646.2421066176,333422.1532489572,333422.1532489572,333422.1532489572,333422.1532489572,333422.1532489572,333422.1532489572
164,164,14441121.0,1.7606253757287962,0.5679799994851593,2662.3664230595227,31135.190860408657,59324.71959678985,87233.77204817867,114865.13826925981,142221.58156196267,169305.8372161654,196120.6133990971,222668.5918598454,222668.5918598454,222668.5918598454,144489.74436305137,193230.7446894171,241486.7885738983,289262.6997162379,289262.6997162379,289262.6997162379,289262.6997162379,289262.6997162379,289262.6997162379,289262.6997162379
165,165,14441662.0,1.7571078195808234,0.5691170392939009,5544.751422904383,34017.57586025352,62207.10459663471,90116.15704802354,117747.52326910467,145103.96656180752,172188.22221601027,199002.99839894197,225550.97685969027,225550.97685969027,225550.97685969027,139419.84266017858,188160.84298654427,236416.8868710255,284192.7980133651,284192.7980133651,284192.7980133651,284192.7980133651,284192.7980133651,284192.7980133651,284192.7980133651
166,166,14445602.0,1.7212834475154,0.5809618406796729,6485.785207159139,35244.751421305824,63717.57585865496,91907.10459503616,119816.15704642498,147447.52326750613,174803.96656020897,201888.2222144117,228702.9983973434,255250.97685809172,255250.97685809172,136508.29854180955,184764.34242629076,232540.25356863037,232540.25356863037,232540.25356863037,232540.25356863037,232540.25356863037,232540.25356863037,232540.25356863037,232540.25356863037
167,167,14449265.0,1.7318148380712521,0.577428936406224,26425.82148504141,54898.64592239055,83088.17465877174,110997.22711016056,138628.5933312417,165985.03662394456,193069.2922781473,219884.068461079,246432.04692182728,246432.04692182728,246432.04692182728,102993.78828366668,151734.7886100324,199990.83249451363,247766.7436368532,247766.7436368532,247766.7436368532,247766.7436368532,247766.7436368532,247766.7436368532,247766.7436368532
168,168,14451955.0,1.7133841209960128,0.5836402869303392,13089.59870706462,41848.564921211306,70321.38935856044,98510.91809494163,126419.97054633046,154051.3367674116,181407.78006011446,208492.0357143172,235306.8118972489,261854.79035799718,261854.79035799718,125166.923454234,173422.9673387152,221198.87848105482,221198.87848105482,221198.87848105482,221198.87848105482,221198.87848105482,221198.87848105482,221198.87848105482,221198.87848105482
169,169,14453119.0,1.701773211340312,0.5876223655045097,22989.598706531768,51748.56492067845,80221.38935802759,108410.91809440879,136319.9705457976,163951.33676687875,191307.7800595816,218392.03571378434,245206.81189671607,271754.79035746434,271754.79035746434,108260.99785729455,156517.04174177576,204292.95288411537,204292.95288411537,204292.95288411537,204292.95288411537,204292.95288411537,204292.95288411537,204292.95288411537,204292.95288411537
170,170,14454408.0,1.7103029575128343,0.5846917328928819,15759.89733591138,44518.86355005807,72991.6879874072,101181.2167237884,129090.26917517722,156721.63539625835,184078.07868896122,211162.33434316397,237977.11052609567,264525.08898684394,264525.08898684394,120595.59280883658,168851.6366933178,216627.5478356574,216627.5478356574,216627.5478356574,216627.5478356574,216627.5478356574,216627.5478356574,216627.5478356574,216627.5478356574
171,171,14455036.0,1.6887205275567194,0.5921642946135223,5145.414068037336,34193.398521919225,62952.364736065916,91425.18917341504,119614.71790979624,147523.77036118507,175155.1365822662,202511.57987496906,229595.8355291718,256410.6117121035,282958.5901728518,137522.71407050357,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318,185298.62521284318
172,172,14456331.0,1.6704143390649042,0.5986538648607379,21152.29931366733,50200.28376754922,78959.2499816959,107432.07441904504,135621.60315542624,163530.65560681507,191162.02182789618,218518.46512059905,245602.7207748018,272417.4969577335,298965.4754184818,110636.59932000232,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195,158412.51046234195
173,173,14457029.0,1.716642482373685,0.5825324785259022,10388.584102486015,39147.5503166327,67620.37475398184,95809.90349036302,123718.95594175185,151350.32216283298,178706.76545553585,205791.0211097386,232605.7972926703,259153.77575341857,259153.77575341857,129799.399161559,178055.44304604022,225831.35418837983,225831.35418837983,225831.35418837983,225831.35418837983,225831.35418837983,225831.35418837983,225831.35418837983,225831.35418837983
174,174,14460797.0,1.7050094921237275,0.5865069987114376,20288.58410195316,49047.55031609985,77520.37475344898,105709.90348983018,133618.955941219,161250.32216230014,188606.765455003,215691.02110920573,242505.79729213746,269053.77575288573,269053.77575288573,112862.02970544656,161118.07358992778,208893.9847322674,208893.9847322674,208893.9847322674,208893.9847322674,208893.9847322674,208893.9847322674,208893.9847322674,208893.9847322674
175,175,14462031.0,1.6774444807515032,0.5961449165530625,15070.95463878864,44118.93909267053,72877.90530681722,101350.72974416635,129540.25848054755,157449.31093193637,185080.67715301752,212437.12044572036,239521.3760999231,266336.15228285483,292884.1307436031,120816.638180581,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206,168592.5493229206
