,index,blocknum,p0vs1,p1vs0,SUSHI-slippagemap_01,SUSHI-slippagemap_2,SUSHI-slippagemap_3,SUSHI-slippagemap_4,SUSHI-slippagemap_5,SUSHI-slippagemap_6,SUSHI-slippagemap_7,SUSHI-slippagemap_8,SUSHI-slippagemap_9,SUSHI-slippagemap_10,SUSHI-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
132,134,16413708.0,1.3572863422740307,0.7367642102141657,3.432418511776261,13.354792146980055,23.178438166018044,32.90434403140146,42.53347791706867,52.06680756527852,52.30041489967053,52.53169793508299,52.76067979607605,52.987383366913356,53.21183126138202,35.6038533110026,48.76383698538393,61.792878787756756,74.69228587931839,87.46335147972101,100.10734742484294,112.62553813411084,125.01917893394479,137.28950873847978,149.43775356000603
133,135,16419987.0,1.2381173559286747,0.8076778790084321,9.750425804386511,20.077718448786978,30.3022559515777,40.425061136761826,50.447150235379,60.369523870582796,70.19316988962078,79.9190757550042,89.5482096406714,99.08153928888126,99.31514662327326,26.512732437710532,39.156728382832476,51.67491909210037,64.06855989193431,76.33888969646931,88.48713451799556,100.51450554852583,112.42220862934663,124.2114311540342,135.88335745948294
134,136,16434235.0,1.2137235634203727,0.82391083945171,9.83854938422565,20.26962434310693,30.5969169875074,40.821454490298116,50.94425967548224,60.966348774099416,70.88872240930321,80.71236842834121,90.43827429372462,100.06740817939183,109.60073782760168,26.260914386881037,38.77910509614893,51.17274589598288,63.44307570051787,75.59132052204411,87.6186915525744,99.5263946333952,111.31561715808277,122.98754346353151,134.54334163865323
135,137,16440434.0,1.214816351669902,0.8231696903201766,9.33854938425827,19.76962434313955,30.09691698754002,40.32145449033074,50.444259675514864,60.46634877413204,70.38872240933583,80.21236842837382,89.93827429375723,99.56740817942445,109.1007378276343,26.868073730277164,39.38626443954506,51.77990523937901,64.050235043914,76.19847986544025,88.22585089597052,100.13355397679132,111.9227765014789,123.59470280692764,135.15050098204938
136,138,16441226.0,1.2083951772019057,0.827543852264907,1.6113252008887202,12.147228884107431,22.578303842988714,32.90559648738918,43.1301339901799,53.25293917536403,63.2750282739812,73.19740190918499,83.02104792822298,92.7469537936064,102.37608767927361,35.983057071179395,48.37669787101334,60.64702767554834,72.79527249707458,84.82264352760485,96.73034660842566,108.51956913311324,120.19149543856197,131.7472936136837,143.1881074992407
137,139,16454459.0,1.2804227343963202,0.7809920685854341,2.6667886308810083,12.891326133671727,23.014131318855853,33.036220417473025,42.95859405267682,52.78224007171481,62.50814593709822,72.13727982276544,81.6706094709753,81.9042168053673,82.13549984077976,35.66489881841924,48.43596441882185,61.07996036394379,73.59815107321168,85.99179187304563,98.26212167758062,110.41036649910687,122.43773752963715,134.34544061045796,146.13466313514553
138,140,16506921.0,1.2515608152275164,0.799002324004698,4.156269510303763,14.48356215470423,24.70809965749495,34.830904842679075,44.85299394129625,54.775367576500045,64.59901359553803,74.32491946092145,83.95405334658867,93.48738299479851,93.72099032919051,33.47682424722599,46.12082019234793,58.639010901615826,71.03265170144978,83.30298150598477,95.45122632751101,107.4785973580413,119.3863004388621,131.17552296354967,142.84744926899842
139,141,16514767.0,1.3822138597126332,0.7234770458805146,4.296778294126141,14.12042431316413,23.846330178547543,33.475464064214755,43.00879371242461,43.24240104681661,43.47368408222907,43.70266594322213,43.92936951405944,44.1538174085281,44.37603213972441,34.718583561635846,48.01081808208836,61.17080175646969,74.19984355884252,87.09925065040416,99.87031625080677,112.51431219592871,125.03250290519661,137.42614370503054,149.69647350956555
140,142,16522900.0,1.237498482924988,0.8080817987238016,10.018053931576254,20.345346575976723,30.56988407876744,40.692689263951564,50.714778362568744,60.637151997772534,70.46079801681053,80.18670388219394,89.81583776786115,99.34916741607101,99.58277475046302,26.181429246830223,38.825425191952164,51.34361590122006,63.73725670105401,76.007586505589,88.15583132711524,100.18320235764553,112.09090543846632,123.8801279631539,135.55205426860263
141,143,16532448.0,1.237498482924988,0.8080817987238016,10.017953931573286,20.345246575973754,30.569784078764474,40.6925892639486,50.71467836256578,60.63705199776957,70.46069801680756,80.18660388219097,89.81573776785818,99.34906741606804,99.58267475046004,26.181553007597987,38.82554895271993,51.343739661987826,63.73738046182177,76.00771026635677,88.15595508788302,100.18332611841329,112.09102919923409,123.88025172392166,135.5521780293704
142,144,16539120.0,1.3427072475331028,0.7447639847310397,8.85900922728297,18.781382862486765,28.605028881524753,38.33093474690816,47.96006863257538,57.493398280785236,57.727005615177234,57.958288650589694,58.18727051158275,58.41397408242006,58.63842197688872,28.27793884178866,41.43792251616999,54.46696431854281,67.36637141010445,80.13743701050706,92.781432955629,105.2996236648969,117.69326446473085,129.96359426926585,142.11183909079207
143,145,16546537.0,1.479172885099264,0.6760534958919912,0.40446535450490384,9.93779500271476,10.171402337106763,10.402685372519223,10.63166723351228,10.858370804349587,11.082818698818249,11.305033430014555,11.5250372352969,11.742852052672959,11.958499679750828,41.32395462923382,55.0209801832057,68.58172339089099,82.0075383249366,95.29977284538913,108.45975651977045,121.48879832214327,134.38820541370492,147.15927101410753,159.80326695922946
144,146,16561020.0,1.4033829293202336,0.7125638905158815,6.59138836118718,16.317294226570596,25.946428112237808,35.47975776044766,35.713365094839666,35.944648130252126,36.173629991245186,36.40033356208249,36.624781456551155,36.84699618774746,37.0669999930298,31.779278630302542,45.20509356434817,58.497328084800685,71.65731175918202,84.68635356155484,97.58576065311648,110.35682625351909,123.00082219864103,135.51901290790892,147.91265370774286
145,147,16583733.0,1.4067549245294253,0.710855873018899,5.4132435184369205,15.139149383820335,24.768283269487547,34.301612917697405,34.5352202520894,34.76650328750187,34.99548514849492,35.22218871933223,35.44663661380089,35.6688513449972,35.88885515027955,33.43474563039461,46.860560564440235,60.15279508489275,73.31277875927408,86.3418205616469,99.24122765320854,112.01229325361115,124.65628919873309,137.174479908001,149.56812070783494
146,148,16594226.0,1.2814474311739155,0.7803675559940172,2.2286417853471665,12.453179288137886,22.57598447332201,32.59807357193919,42.52044720714298,52.344093226180966,62.069999091564384,71.6991329772316,81.23246262544146,81.46606995983345,81.69735299524591,36.22615981189596,48.99722541229857,61.64122135742051,74.1594120666884,86.55305286652235,98.82338267105735,110.9716274925836,122.99899852311387,134.90670160393466,146.69592412862224
147,149,16596001.0,1.2692050056054356,0.7878947810507416,7.178641785089104,17.403179287879823,27.525984473063946,37.54807357168112,47.47044720688492,57.29409322592291,67.01999909130632,76.64913297697353,86.18246262518339,86.4160699595754,86.64735299498786,29.912914548559957,42.68398014896256,55.327976094084505,67.8461668033524,80.23980760318635,92.51013740772134,104.65838222924758,116.68575325977787,128.59345634059866,140.38267886528624
148,150,16601650.0,1.2721273904558785,0.78608479583294,6.000707067093508,16.225244569884225,26.348049755068352,36.370138853685525,46.29251248888932,56.11615850792731,65.84206437331072,75.47119825897794,85.00452790718779,85.2381352415798,85.46941827699226,31.409773548643162,44.180839149045774,56.82483509416771,69.34302580343561,81.73666660326955,94.00699640780455,106.1552412293308,118.18261225986107,130.09031534068188,141.87953786536946
149,151,16607239.0,1.2670492977503205,0.7892352742513858,8.09691434940451,18.321451852195228,28.444257037379355,38.46634613599653,48.38871977120032,58.21236579023831,67.93827165562172,77.56740554128893,87.10073518949879,87.3343425238908,87.56562555930326,28.748382575656894,41.519448176059505,54.16344412118144,66.68163483044934,79.07527563028329,91.34560543481828,103.49385025634453,115.5212212868748,127.4289243676956,139.21814689238317
150,152,16646226.0,1.3439161675432956,0.7440940321657259,8.377492046471936,18.29986568167573,28.123511700713717,37.84941756609713,47.478551451764346,57.0118810999742,57.2454884343662,57.47677146977866,57.70575333077172,57.93245690160903,58.15690479607769,28.924792009455345,42.084775683836675,55.11381748620949,68.01322457777114,80.78429017817375,93.42828612329569,105.94647683256358,118.34011763239754,130.61044743693253,142.75869225845878
151,153,16710989.0,1.2957500150389842,0.7717538015771613,6.745597761675599,16.868402946859725,26.8904920454769,36.812865680680694,46.63651169971868,56.36241756510209,65.99155145076931,75.52488109897917,75.75848843337117,75.98977146878363,76.21875332977669,30.681972141702364,43.58137923326401,56.35244483366662,68.99644077878855,81.51463148805645,93.9082722878904,106.1786020924254,118.32684691395164,130.35421794448192,142.2619210253027
152,154,16729044.0,1.2949728370649183,0.7722169696366141,7.0524977616611615,17.175302946845285,27.19739204546246,37.119765680666255,46.94341169970424,56.66931756508766,66.29845145075487,75.83178109896473,76.06538843335673,76.29667146876919,76.52565332976225,30.28439273266915,43.183799824230796,55.954865424633404,68.59886136975534,81.11705207902324,93.51069287885718,105.78102268339218,117.92926750491843,129.95663853544872,141.8643416162695
153,155,16752520.0,1.1463647106299009,0.8723227352755155,8.533297225252452,19.28203088555187,29.923819643790246,40.45972332700896,50.890798285890234,61.21809093029071,71.44262843308142,81.56543361826554,91.58752271688273,101.50989635208651,111.33354237112451,27.321995754864727,39.470240576390964,51.49761160692125,63.40531468774205,75.19453721242962,86.86646351787836,98.4222616930001,109.86307557855709,121.19006455845945,121.46762412125139
154,156,16764585.0,1.2009266767961941,0.8326903043471214,4.923819645144558,15.45972332836327,25.89079828724455,36.218090931645015,46.44262843443574,56.56543361961986,66.58752271823704,76.50989635344084,86.33354237247882,96.05944823786223,105.68858212352944,31.99248356807216,44.386124367906106,56.6564541724411,68.80469899396735,80.83207002449763,92.73977310531842,104.528995630006,116.20092193545474,127.75672011057647,139.19753399613347
155,157,16788625.0,1.1875520047048727,0.8420683860901884,0.266659695671853,10.908448453910228,21.444352137128938,31.87542709601022,42.202719740410686,52.4272572432014,62.55006242838553,72.5721515270027,82.4945251622065,92.3181711812445,102.0440770466279,37.239075801621134,49.50940560615613,61.65765042768237,73.68502145821265,85.59272453903345,97.38194706372103,109.05387336916976,120.6096715442915,132.0504854298485,143.37747440975085
156,158,16790555.0,1.1580010771357887,0.8635570551224442,3.043214300817757,13.791947961117174,24.43373671935555,34.96964040257426,45.40071536145554,55.72800800585601,65.95254550864672,76.07535069383086,86.09743979244803,96.01981342765183,105.8434594466898,33.64792833398828,45.79617315551452,57.8235441860448,69.7312472668656,81.52046979155317,93.19239609700192,104.74819427212364,116.18900815768065,127.515997137583,127.79355670037495
157,159,16796821.0,1.060880993663396,0.9426127963201942,7.46715464042981,18.65453262193723,29.73059913532831,40.69646093247574,51.55321429819867,62.30194795849808,72.94373671673647,83.47964039995517,93.91071535883646,104.23800800323691,114.46254550602764,27.749437667839043,39.42136397328779,50.97716214840951,62.41797603396651,73.74496501386888,74.02252457666083,74.29732264916538,74.56938647563696,74.83874338498906,75.10542013956741
158,160,16812104.0,1.1677687646640462,0.8563339166617362,9.262603953795963,19.904392712034337,30.44029639525305,40.87137135413433,51.1986639985348,61.423201501325515,71.54600668650964,81.56809578512681,91.49046942033061,101.3141154393686,111.04002130475202,26.644992408907267,38.915322213442266,51.06356703496851,63.09093806549878,74.99864114631959,86.78786367100716,98.4597899764559,110.01558815157763,121.45640203713462,132.783391017037
159,161,16887162.0,1.0480175154625555,0.9541825258126889,3.092305844933568,14.392110632494212,25.579488614001633,36.65555512739271,47.621416924540135,58.47817029026307,69.22690395056249,79.86869270880086,90.40459639201957,100.83567135090085,111.16296399530133,32.11903735635833,43.674835531480056,55.11564941703705,66.44263839693942,66.72019795973137,66.99499603223592,67.2670598587075,67.5364167680596,67.80309352263795,68.06711705405456
