block,reserve USDT,reserve USDC,price,volume for slippage 5%
16844124,41566432.087859,192833822.218707,1.0022525568628102,202104832
16844176,41563536.924464,192819050.565876,1.0022526551686999,202088448
16844276,40583643.582329,193808105.979568,1.0023692159572557,203104256
16844327,42018822.363808,192357562.347493,1.002201157021887,201613312
16844379,42752634.765874,190521342.831027,1.0021163806913318,199696384
16844447,41416865.854187,190650268.51813,1.0022580938121266,199811072
16844476,40977592.205368,190794136.923895,1.002309647604845,199942144
16844519,40648822.129717,192414022.728759,1.0023740073493357,201629696
16844551,41904713.994705,198368659.026893,1.0023261829801398,207888384
16844585,41570797.559794,197369149.676023,1.002359456809241,206839808
16844626,41578030.485628,196061824.709557,1.0023525447872417,205463552
16844677,41899676.578816,197031847.212149,1.0023445723819537,206479360
16844728,41353683.490894,205500642.912693,1.0025258684580145,215326720
16844809,41222511.488089,205732971.443585,1.0025453766281907,215572480
16844881,41377589.231067,205167141.111647,1.0025232330598428,214982656
16844962,41432666.672562,204983544.890201,1.0025143126343994,214786048
16845013,40322484.2089,204964320.564143,1.0026547678367508,214736896
16845144,40373481.61006,204864404.137224,1.002648627690905,214638592
16845309,40254241.193659,204337948.369426,1.0026625430907508,214081536
16845470,39902715.026951,204397920.75133,1.002709787968172,214130688
16845575,39141446.787699,203407705.857124,1.0028117913254135,213065728
16845651,38922089.272702,203639734.003507,1.0028448699141073,213311488
16845762,38988982.204559,203433135.771379,1.0028336613374176,213098496
16845829,38415865.662816,203988598.953514,1.0029223359290425,213655552
16845882,39796990.316867,202574972.0755,1.0027112168142216,212213760
16845961,37814190.57994,201218742.052177,1.0029983685383494,210722816
16845993,38109738.386692,200853416.571988,1.0029486276126547,210362368
16846036,37690522.511648,200406035.91872,1.0030147111284713,209870848
16846094,38384920.552377,199695777.984333,1.0029017067328296,209149952
16846128,38428971.712165,199651519.155154,1.0028947529870649,209100800
16846203,39570649.065037,198459137.759622,1.002722124812776,207888384
16846361,39588581.936954,198406117.556282,1.0027190470226923,207839232
16846468,39743022.604523,197945157.804996,1.0026925983444146,207347712
16846580,40074128.386449,197588500.405995,1.0026456937014956,206987264
16846705,40710019.578262,196636086.295303,1.0025553808309953,206004224
16846804,40796718.201988,196394691.922762,1.0025418240160036,205758464
16846909,42317356.945538,195093752.907083,1.0023565877530551,204431360
16847016,42205657.474936,194864281.057863,1.0023694730265986,204185600
16847109,42394099.852178,194451753.512911,1.002346070601957,203759616
16847194,41203533.409807,195960492.454013,1.0024963731530816,205316096
16847303,40276374.693118,197587337.433916,1.0026285103370907,206987264
16847370,40647507.640237,197437699.036046,1.002580386901619,206839808
16847502,40295695.530257,198076102.342042,1.0026339227326262,207495168
16847562,39954285.364673,193238000.111156,1.002659183203151,202416128
16847595,39688808.917349,193424577.724007,1.002695568728466,202596352
16847693,39114129.604139,193809885.416664,1.0027787519831572,202989568
